KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2
K07163.01,FALSE POSITIVE,,14.759477667,139.78281280000002,2454972.7830000003,0.56,9.7746,357470.0,0.63,0.48086,76.06,0.12300000000000001,88.19,862.0,130.69,17.692,0.28600000000000003,0.312,0.0,0.0,6522.0,4.407,-0.26,1.105,1.135,6227.503000000001,22832.904,3813.5,1,0,5.85e-05,-5.85e-05,1.07e-06,-1.07e-06,97.2,-97.2,0.003,-0.003,0.003,-0.003,0.002,-0.002,0.003,-0.003,23.33,-9.37,158.0,-198.0,0.065,-0.20800000000000002,0.25,-0.3,0.33899999999999997,-0.136,-0.15,0.165,114.92,-41.85,9e-05,-0.0016300000000000002
K04615.01,FALSE POSITIVE,,1.04588635,131.9887,2454964.989,0.204,2.833,102.7,0.009000000000000001,0.40221,1.1,0.021,85.9,1972.0,3582.91,2.8539999999999996,0.324,0.303,0.0,0.0,6249.0,4.428,-0.04,1.0759999999999998,1.13,3.2030000000000003,10.811,13.2,1,1258,0.009000000000000001,-0.009000000000000001,1.177e-05,-1.177e-05,11.5,-11.5,0.637,-0.637,0.259,-0.204,0.0007700000000000001,-0.00044,0.715,-0.715,0.36,-0.12,196.0,-239.0,0.054000000000000006,-0.21600000000000003,0.25,-0.3,0.353,-0.11800000000000001,-0.157,0.157,3567.41,-1152.96,0.20156,-0.21075
K03264.01,CANDIDATE,,13.0151826,134.74697,2454967.747,0.852,3.613,331.6,0.019,0.41095,1.36,0.09300000000000001,86.84,556.0,22.6,15.44,0.586,0.139,0.0,0.0,4794.0,4.622,-0.5,0.643,0.632,3.6189999999999998,8.926,11.9,1,103,0.006999999999999999,-0.006999999999999999,0.0001395,-0.0001395,32.4,-32.4,0.27399999999999997,-0.27399999999999997,0.12,-0.61,0.006,-0.003,7.1,-7.1,0.12,-0.12,144.0,-144.0,0.059000000000000004,-0.032,0.3,-0.3,0.057,-0.057,-0.040999999999999995,0.076,7.55,-5.99,2.07368,-0.37495
K01388.01,FALSE POSITIVE,,34.064566412,150.452048,2454983.452,0.524,9.6114,28450.4,0.16,0.35901,15.57,0.203,88.93,570.0,25.0,28.03,0.303,0.303,0.0,0.0,6161.0,4.5169999999999995,-0.46,0.892,0.955,212.715,1048.861,1305.9,1,41,0.00016299999999999998,-0.00016299999999999998,6.859e-06,-6.859e-06,26.3,-26.3,0.012,-0.012,0.009000000000000001,0.0,0.000223,-6.7e-05,1.2,-1.2,4.69,-1.57,172.0,-215.0,0.052000000000000005,-0.20800000000000002,0.3,-0.3,0.26899999999999996,-0.09,-0.11599999999999999,0.11599999999999999,22.27,-7.47,0.01565,-0.00503
K01971.01,CONFIRMED,Kepler-1030 b,19.32945602,133.26717,2454966.267,0.009000000000000001,3.7939999999999996,935.5,0.027000000000000003,3.23597,2.26,0.134,89.99,529.0,18.57,39.98,0.5820000000000001,0.145,0.0,0.0,5026.0,4.604,0.21,0.763,0.875,6.375,25.250999999999998,26.8,1,67,0.004,-0.004,9.041e-05,-9.041e-05,40.2,-40.2,0.122,-0.122,0.457,-0.009000000000000001,0.001,-0.000674,2.5,-2.5,0.27,-0.14,149.0,-149.0,0.02,-0.08,0.2,-0.3,0.09300000000000001,-0.046,-0.086,0.037000000000000005,7.7,-4.03,0.20158,-1.2427700000000002
K07933.01,FALSE POSITIVE,,20.004714,139.0639,2454972.0640000002,0.18,2.952,115.7,0.01,6.43311,0.89,0.139,89.8,577.0,26.19,51.4,0.517,0.191,0.0,0.0,5299.0,4.534,0.14,0.848,0.8959999999999999,2.985,7.568,6.7,1,68,0.017,-0.017,0.001,-0.001,23.0,-23.0,0.534,-0.534,0.29,-0.18,0.001,-0.001,23.2,-23.2,0.15,-0.07,159.0,-159.0,0.043,-0.11900000000000001,0.25,-0.3,0.138,-0.07400000000000001,-0.083,0.069,13.66,-6.88,20.348679999999998,-4.68264
K00935.01,CONFIRMED,Kepler-31 b,20.86021229,180.01775700000002,2455013.018,0.066,5.1937,1910.5,0.04,1.40526,5.5,0.146,89.88,781.0,87.76000000000002,31.855,0.335,0.295,0.0,0.0,6035.0,4.22,-0.28,1.2570000000000001,0.958,16.663,94.896,117.0,4,67,0.0009339999999999999,-0.0009339999999999999,2.386e-05,-2.386e-05,17.5,-17.5,0.034,-0.034,0.253,-0.065,0.000513,-0.00021400000000000002,0.317,-0.317,0.82,-1.09,120.0,-120.0,0.168,-0.11199999999999999,0.15,-0.15,0.187,-0.25,-0.068,0.076,37.54,-35.79,0.013969999999999998,-0.26033
K00935.02,CONFIRMED,Kepler-31 c,42.63427848,141.16953999999998,2454974.17,0.142,6.1998,1719.3,0.038,1.64062,5.22,0.235,89.85,615.0,33.82,54.02,0.335,0.295,0.0,0.0,6035.0,4.22,-0.28,1.2570000000000001,0.958,15.847000000000001,62.29600000000001,78.7,4,32,0.002,-0.002,7.674e-05,-7.674e-05,22.8,-22.8,0.053,-0.053,0.18899999999999997,-0.142,0.000533,-0.000352,2.4,-2.4,0.78,-1.03,120.0,-120.0,0.168,-0.11199999999999999,0.15,-0.15,0.187,-0.25,-0.068,0.076,14.47,-13.79,0.07418,-0.27254
K00935.03,CONFIRMED,Kepler-31 d,87.64760680000002,134.94222,2454967.942,0.147,8.871,1009.6,0.028999999999999998,1.11917,4.0,0.381,89.89,484.0,12.94,76.88,0.335,0.295,0.0,0.0,6035.0,4.22,-0.28,1.2570000000000001,0.958,10.950999999999999,28.802,37.5,4,14,0.004,-0.004,0.0004197,-0.0004197,27.4,-27.4,0.128,-0.128,0.276,-0.147,0.000796,-0.0005099999999999999,5.1,-5.1,0.6,-0.79,120.0,-120.0,0.168,-0.11199999999999999,0.15,-0.15,0.187,-0.25,-0.068,0.076,5.54,-5.27,0.07438,-0.302
K00935.04,CANDIDATE,,9.61731426,142.47478999999998,2454975.475,0.331,3.8692,234.0,0.013999999999999999,1.2355,1.94,0.087,88.96,1010.0,246.13,18.21,0.335,0.295,0.0,0.0,6035.0,4.22,-0.28,1.2570000000000001,0.958,2.9419999999999997,7.85,18.2,4,137,0.003,-0.003,3.35e-05,-3.35e-05,13.6,-13.6,0.077,-0.077,0.081,-0.331,0.000503,-0.00053,5.0,-5.0,0.29,-0.38,120.0,-120.0,0.168,-0.11199999999999999,0.15,-0.15,0.187,-0.25,-0.068,0.076,105.29,-100.36,0.34241,-0.20173
K02020.01,CONFIRMED,Kepler-1058 b,110.9643706,187.04621,2455020.046,0.7290000000000001,12.831,1283.2,0.035,0.17592,2.11,0.368,89.14,239.0,0.77,48.6,0.574,0.155,0.0,0.0,4441.0,4.695,-0.86,0.546,0.5379999999999999,11.632,33.038000000000004,42.1,1,13,0.006,-0.006,0.0008471,-0.0008471,34.1,-34.1,0.242,-0.242,0.035,-0.511,0.005,-0.003,19.9,-19.9,0.15,-0.19,133.0,-146.0,0.059000000000000004,-0.027000000000000003,0.3,-0.3,0.039,-0.049,-0.034,0.045,0.22,-0.21,0.28885,-0.12491
K03348.01,CONFIRMED,Kepler-1474 b,36.433786700000006,132.90573,2454965.906,0.25,4.388,406.8,0.018000000000000002,3.4991800000000004,2.2,0.21100000000000002,89.77,561.0,23.35,62.6,0.46,0.22899999999999998,0.0,0.0,5566.0,4.329,0.14,1.099,0.938,4.4830000000000005,12.82,16.2,2,37,0.008,-0.008,0.00037769999999999997,-0.00037769999999999997,27.2,-27.2,0.192,-0.192,0.19699999999999998,-0.25,0.0009599999999999999,-0.000749,16.5,-16.5,0.33,-0.31,83.0,-75.0,0.132,-0.10800000000000001,0.15,-0.15,0.168,-0.153,-0.046,0.069,9.57,-6.96,0.91985,-1.20539
K03348.02,CANDIDATE,,17.718978600000003,138.8021,2454971.8019999997,0.05,4.102,176.8,0.012,2.23628,1.44,0.13,89.91,713.0,61.01,33.4,0.46,0.22899999999999998,0.0,0.0,5566.0,4.329,0.14,1.099,0.938,2.845,7.945,9.7,2,76,0.013000000000000001,-0.013000000000000001,0.00032569999999999995,-0.00032569999999999995,20.2,-20.2,0.428,-0.428,0.405,-0.05,0.00081,-0.0008550000000000001,16.5,-16.5,0.22,-0.2,83.0,-75.0,0.132,-0.10800000000000001,0.15,-0.15,0.168,-0.153,-0.046,0.069,25.03,-18.19,6.65137,-0.9675299999999999
K02078.01,CONFIRMED,Kepler-1086 b,18.78429232,137.88207,2454970.8819999998,0.6579999999999999,3.1136,1009.5,0.031,2.62181,2.14,0.12,88.97,433.0,8.3,36.6,0.6829999999999999,0.07200000000000001,0.0,0.0,4243.0,4.637,0.02,0.6409999999999999,0.6509999999999999,6.343999999999999,26.57,23.8,2,73,0.003,-0.003,7.633e-05,-7.633e-05,48.3,-48.3,0.099,-0.099,0.008,-0.509,0.006999999999999999,-0.003,13.6,-13.6,0.08,-0.1,84.0,-84.0,0.027000000000000003,-0.02,0.15,-0.15,0.025,-0.03,-0.03,0.034,1.4,-1.33,2.9186099999999997,-2.04985
K02078.02,CONFIRMED,Kepler-1086 c,161.515617,176.49978000000002,2455009.5,0.001,6.547999999999999,2215.3,0.040999999999999995,5.47826,2.88,0.503,90.0,211.0,0.47,196.22,0.6829999999999999,0.07200000000000001,0.0,0.0,4243.0,4.637,0.02,0.6409999999999999,0.6509999999999999,7.962999999999999,18.977999999999998,25.2,2,9,0.006,-0.006,0.001,-0.001,97.1,-97.1,0.28800000000000003,-0.28800000000000003,0.511,-0.001,0.003,-0.001,8.4,-8.4,0.12,-0.13,84.0,-84.0,0.027000000000000003,-0.02,0.15,-0.15,0.025,-0.03,-0.03,0.034,0.08,-0.07,0.23351999999999998,-2.68107
K02129.01,CONFIRMED,Kepler-1111 b,8.796184330000003,135.67645,2454968.676,0.05,3.3781,286.3,0.015,2.01055,1.77,0.087,89.86,938.0,183.26,20.18,0.32899999999999996,0.302,0.0,0.0,6142.0,4.456,0.07,1.046,1.143,3.793,22.175,27.0,1,151,0.003,-0.003,3.07e-05,-3.07e-05,12.0,-12.0,0.08900000000000001,-0.08900000000000001,0.4,-0.05,0.000601,-0.000365,1.2,-1.2,0.48,-0.17,147.0,-203.0,0.046,-0.184,0.25,-0.3,0.28600000000000003,-0.102,-0.14300000000000002,0.13,143.41,-52.77,0.11712,-0.7762899999999999
K07164.01,FALSE POSITIVE,,10.476258265,136.5282906,2454969.528,0.318,7.77203,120206.0,0.32299999999999995,0.40060999999999997,54.13,0.096,88.62,1077.0,318.44,13.245999999999999,0.34700000000000003,0.29100000000000004,0.0,0.0,6109.0,4.0969999999999995,-0.14,1.536,1.0759999999999998,1901.652,12819.482,8251.5,1,126,2.21e-05,-2.21e-05,2.88e-07,-2.88e-07,17.5,-17.5,0.001,-0.001,0.008,-0.002,0.000154,-2.8e-05,0.039,-0.039,11.95,-14.59,167.0,-186.0,0.228,-0.12300000000000001,0.3,-0.3,0.33899999999999997,-0.414,-0.14300000000000002,0.175,210.12,-168.29,0.00117,-0.0036
K01900.01,CONFIRMED,Kepler-1007 b,5.18498961,131.8814,2454964.881,0.021,2.1397,430.1,0.019,4.72431,1.15,0.048,89.94,652.0,42.62,18.865,0.574,0.15,0.0,0.0,4325.0,4.68,-0.64,0.56,0.547,4.6610000000000005,33.104,36.4,1,261,0.002,-0.002,1.159e-05,-1.159e-05,13.7,-13.7,0.057999999999999996,-0.057999999999999996,0.415,-0.021,0.000647,-0.000335,0.491,-0.491,0.09,-0.12,131.0,-131.0,0.059000000000000004,-0.027000000000000003,0.3,-0.3,0.045,-0.055999999999999994,-0.038,0.055999999999999994,13.44,-12.09,0.12305,-1.8592099999999998
K03867.01,CONFIRMED,Kepler-1523 b,0.938750221,131.68256,2454964.683,0.013000000000000001,1.3568,280.7,0.015,3.3752199999999997,1.46,0.018000000000000002,89.86,1676.0,1874.28,5.397,0.469,0.22399999999999998,0.0,0.0,5497.0,4.527,0.16,0.8859999999999999,0.9640000000000001,4.583,38.891,47.4,1,1427,0.001,-0.001,1.155e-06,-1.155e-06,6.9,-6.9,0.032,-0.032,0.43700000000000006,-0.013000000000000001,0.000505,-0.000262,0.275,-0.275,0.19,-0.06,74.0,-82.0,0.026000000000000002,-0.111,0.15,-0.15,0.11199999999999999,-0.042,-0.07,0.035,634.47,-272.72,0.17182999999999998,-1.13237
K07165.01,FALSE POSITIVE,,1.5882981569999999,132.1833032,2454965.183,0.855,4.37027,165034.0,0.525,0.37446999999999997,120.0,0.032,76.57,2773.0,13941.82,3.6830000000000003,0.32,0.26899999999999996,0.0,0.0,7742.0,4.024,-0.16,2.094,1.6869999999999998,2582.701,21201.256,1071.6,1,673,9.03e-05,-9.03e-05,1.8100000000000002e-07,-1.8100000000000002e-07,146.0,-146.0,0.005,-0.005,0.016,-0.013000000000000001,0.009000000000000001,-0.01,0.012,-0.012,30.2,-30.2,244.0,-298.0,0.187,-0.153,0.2,-0.3,0.527,-0.527,-0.27,0.196,10787.08,-7268.88,0.00124,-0.00514
K07166.01,FALSE POSITIVE,,1.58826263,132.19138999999998,2454965.191,0.021,2.655,78.9,0.008,0.75056,0.47,0.022000000000000002,89.73,862.0,130.67,4.64,0.508,0.22399999999999998,0.0,0.0,3931.0,4.717,-0.1,0.544,0.564,2.872,7.462000000000001,8.5,1,672,0.01,-0.01,1.816e-05,-1.816e-05,11.0,-11.0,0.316,-0.316,0.44799999999999995,-0.021,0.000678,-0.000665,2.3,-2.3,0.03,-0.03,78.0,-78.0,0.03,-0.03,0.2,-0.2,0.033,-0.036000000000000004,-0.042,0.035,28.35,-25.5,6.00094,-0.49188000000000004
K02374.01,CONFIRMED,Kepler-382 b,5.26211833,136.37566,2454969.376,0.71,3.2439999999999998,194.5,0.013999999999999999,0.49846999999999997,1.95,0.059000000000000004,85.48,1166.0,436.61,9.0,0.455,0.233,0.0,0.0,5587.0,4.188,0.14,1.3090000000000002,0.963,3.713,17.531,20.3,2,254,0.004,-0.004,2.75e-05,-2.75e-05,10.5,-10.5,0.12,-0.12,0.012,-0.521,0.002,-0.001,3.6,-3.6,0.31,-0.41,75.0,-75.0,0.188,-0.10099999999999999,0.15,-0.15,0.20800000000000002,-0.27699999999999997,-0.053,0.073,181.9,-179.52,0.7867,-0.39825
K02374.02,CONFIRMED,Kepler-382 c,12.162819500000001,137.52402,2454970.524,0.971,2.3161,306.3,0.022000000000000002,0.26763000000000003,3.14,0.102,85.65,882.0,142.77,12.79,0.455,0.233,0.0,0.0,5587.0,4.188,0.14,1.3090000000000002,0.963,3.237,13.139000000000001,15.2,2,97,0.004,-0.004,6.256e-05,-6.256e-05,23.2,-23.2,0.08800000000000001,-0.08800000000000001,0.017,-0.685,0.0007059999999999999,-0.006,6.4,-6.4,0.5,-0.66,75.0,-75.0,0.188,-0.10099999999999999,0.15,-0.15,0.20800000000000002,-0.27699999999999997,-0.053,0.073,59.49,-58.7,17.17261,-0.22286
K02137.01,CONFIRMED,Kepler-1114 b,14.97436238,141.50056999999998,2454974.501,0.092,2.4461,265.4,0.015,8.90485,1.28,0.11,89.89,631.0,37.53,47.26,0.49,0.207,0.0,0.0,5311.0,4.532,-0.18,0.8,0.7959999999999999,4.458,21.028000000000002,24.9,1,90,0.003,-0.003,4.734e-05,-4.734e-05,12.5,-12.5,0.084,-0.084,0.358,-0.092,0.0006230000000000001,-0.00045,1.8,-1.8,0.09,-0.09,106.0,-106.0,0.055,-0.05,0.15,-0.15,0.057,-0.057,-0.039,0.052000000000000005,9.08,-7.67,0.34015,-3.51194
K04215.01,CONFIRMED,Kepler-1570 b,26.5487294,137.24401,2454970.244,0.21,7.968,142.0,0.011000000000000001,0.42818999999999996,2.54,0.17800000000000002,89.52,836.0,115.61,25.17,0.429,0.247,0.0,0.0,5456.0,3.802,-0.24,2.154,1.074,3.8489999999999998,13.208,15.3,1,52,0.009000000000000001,-0.009000000000000001,0.0003556,-0.0003556,10.6,-10.6,0.27,-0.27,0.245,-0.21,0.000602,-0.000453,5.4,-5.4,0.99,-1.6,191.0,-172.0,0.69,-0.23,0.35,-0.25,0.833,-1.354,-0.231,0.18899999999999997,139.52,-101.58,0.09206,-0.12575999999999998
K02901.01,FALSE POSITIVE,,0.633514386,131.56236,2454964.562,0.231,1.2792,179.1,0.012,2.5429,0.81,0.012,86.49,1357.0,807.27,3.779,0.622,0.11699999999999999,0.0,0.0,4330.0,4.64,-0.26,0.618,0.61,4.261,20.147000000000002,22.3,1,2109,0.002,-0.002,1.6219999999999999e-06,-1.6219999999999999e-06,10.1,-10.1,0.079,-0.079,0.24,-0.231,0.000617,-0.00047000000000000004,0.7340000000000001,-0.7340000000000001,0.06,-0.08,116.0,-129.0,0.052000000000000005,-0.024,0.3,-0.3,0.045,-0.06,-0.055,0.066,225.47,-224.14,0.49428,-1.0153299999999998
K03597.01,FALSE POSITIVE,,1.219034103,132.100694,2454965.101,0.455,2.4494,95697.0,0.29100000000000004,1.29751,40.46,0.022000000000000002,84.41,1977.0,3621.09,4.671,0.34700000000000003,0.29100000000000004,0.0,0.0,5914.0,4.217,-0.14,1.271,0.972,355.725,2870.13,319.1,1,639,0.00043499999999999995,-0.00043499999999999995,5.1e-07,-5.1e-07,426.0,-426.0,0.021,-0.021,0.021,-0.037000000000000005,0.001,-0.002,0.235,-0.235,11.01,-11.02,196.0,-196.0,0.24600000000000002,-0.16399999999999998,0.3,-0.3,0.34600000000000003,-0.34600000000000003,-0.11,0.147,3056.32,-1945.05,0.06522,-0.05122
K01785.01,FALSE POSITIVE,,1.219034472,132.100235,2454965.1,0.075,2.151,6923.8,0.075,1.31071,9.82,0.023,89.09,1845.0,2734.97,4.687,0.428,0.251,0.0,0.0,5833.0,4.333,0.34,1.192,1.115,85.43700000000001,580.364,99.2,1,1098,0.000557,-0.000557,7.77e-07,-7.77e-07,75.8,-75.8,0.044000000000000004,-0.044000000000000004,0.371,-0.075,0.002,-0.000933,0.028999999999999998,-0.028999999999999998,2.87,-1.55,162.0,-203.0,0.124,-0.201,0.1,-0.3,0.348,-0.188,-0.136,0.122,2358.69,-1051.01,0.00825,-0.49226000000000003
K02905.01,FALSE POSITIVE,,36.0054414,144.34331,2454977.3430000003,0.745,3.262,117.5,0.011000000000000001,2.79198,3.33,0.262,89.26,1024.0,259.71,57.6,0.254,0.33,0.0,0.0,7048.0,3.7969999999999997,0.04,2.838,1.84,5.396,10.453,14.6,1,36,0.006999999999999999,-0.006999999999999999,0.00031749999999999997,-0.00031749999999999997,10.4,-10.4,0.29600000000000004,-0.29600000000000004,0.055999999999999994,-0.522,3.8e-05,-0.001,24.9,-24.9,0.54,-1.1,172.0,-246.0,0.252,-0.10800000000000001,0.25,-0.3,0.469,-0.938,-0.33,0.17800000000000002,128.63,-158.73,8.43144,-2.6427400000000003
K00936.01,CONFIRMED,Kepler-732 b,9.467821473999999,178.415842,2455011.4159999997,0.081,2.4327,2237.0,0.043,6.23401,2.13,0.069,89.85,407.0,6.47,30.913,0.405,0.326,0.0,0.0,3582.0,4.8069999999999995,0.18,0.45799999999999996,0.491,17.656,110.054,124.7,2,145,0.000517,-0.000517,6.129e-06,-6.129e-06,19.8,-19.8,0.022000000000000002,-0.022000000000000002,0.261,-0.081,0.000655,-0.000317,0.7390000000000001,-0.7390000000000001,0.19,-0.25,71.0,-89.0,0.05,-0.045,0.15,-0.15,0.04,-0.055,-0.063,0.034,1.81,-1.94,0.149,-1.23339
K00936.02,CONFIRMED,Kepler-732 c,0.8930409690000001,134.54034199999998,2454967.54,0.009000000000000001,1.0981,741.7,0.025,6.2,1.24,0.013999999999999999,89.92,893.0,151.14,6.394,0.405,0.326,0.0,0.0,3582.0,4.8069999999999995,0.18,0.45799999999999996,0.491,6.143,45.231,87.8,2,1452,0.00041799999999999997,-0.00041799999999999997,4.61e-07,-4.61e-07,10.2,-10.2,0.016,-0.016,0.39799999999999996,-0.009000000000000001,0.0006,-0.00027400000000000005,0.193,-0.193,0.1,-0.15,71.0,-89.0,0.05,-0.045,0.15,-0.15,0.04,-0.055,-0.063,0.034,42.14,-45.33,0.18736,-1.6758
K08283.01,FALSE POSITIVE,,209.94136899999998,268.5679,2455101.568,0.157,2.97,477.3,0.02,69.13467,14.36,0.807,89.98,651.0,42.43,544.0,0.502,0.20199999999999999,0.0,0.0,5125.0,2.988,-0.46,6.69,1.587,4.811,7.212000000000001,10.2,1,7,0.008,-0.008,0.002,-0.002,57.7,-57.7,0.29100000000000004,-0.29100000000000004,0.309,-0.157,0.002,-0.001,266.0,-266.0,2.72,-5.06,88.0,-127.0,0.23399999999999999,-0.156,0.2,-0.3,1.27,-2.358,-0.544,0.19399999999999998,21.87,-26.34,33.82685,-34.77537
K07934.01,CANDIDATE,,22.6432436,153.44607,2454986.446,0.136,0.8059999999999999,550.4,0.022000000000000002,378.55249,2.12,0.154,89.96,624.0,35.77,217.3,0.345,0.292,0.0,0.0,5880.0,4.516,-0.22,0.8909999999999999,0.9490000000000001,3.5039999999999996,7.313,8.2,1,63,0.004,-0.004,0.0001286,-0.0001286,99.2,-99.2,0.191,-0.191,0.39299999999999996,-0.136,0.002,-0.003,84.9,-84.9,0.65,-0.22,159.0,-177.0,0.05,-0.2,0.3,-0.3,0.27399999999999997,-0.091,-0.10800000000000001,0.12,32.26,-10.25,147.90997,-374.4722
K00249.01,CONFIRMED,Kepler-504 b,9.549277089,175.757183,2455008.7569999998,0.068,1.5832,1826.9,0.039,22.61413,1.57,0.065,89.92,374.0,4.62,47.77,0.34,0.37799999999999995,0.0,0.0,3547.0,4.899,-0.14,0.369,0.396,16.147000000000002,110.63,112.2,1,138,0.000433,-0.000433,5.287e-06,-5.287e-06,20.0,-20.0,0.018000000000000002,-0.018000000000000002,0.282,-0.068,0.000597,-0.000362,2.3,-2.3,0.21,-0.24,71.0,-80.0,0.06,-0.06,0.15,-0.15,0.05,-0.055999999999999994,-0.07200000000000001,0.048,1.83,-1.58,1.08182,-4.46583
K05662.01,FALSE POSITIVE,,9.5497037,137.5008,2454970.501,0.027999999999999997,1.881,706.7,0.023,12.954189999999999,1.45,0.073,89.96,456.0,10.25,39.67,0.674,0.077,0.0,0.0,3705.0,4.683,0.56,0.569,0.57,4.07,10.684000000000001,12.4,1,29,0.042,-0.042,0.0003035,-0.0003035,69.6,-69.6,0.177,-0.177,0.442,-0.027999999999999997,0.002,-0.001,9.1,-9.1,0.08,-0.21,118.0,-148.0,0.075,-0.02,0.05,-0.3,0.033,-0.08199999999999999,-0.07200000000000001,0.036000000000000004,2.75,-3.87,2.96347,-7.24172
K01409.01,CONFIRMED,Kepler-837 b,16.56062577,133.49703,2454966.497,0.96,2.611,700.8,0.031,0.42178999999999994,2.94,0.114,86.99,701.0,57.28,18.29,0.312,0.308,0.0,0.0,5818.0,4.436,-0.82,0.855,0.727,5.191,25.016,30.8,1,82,0.002,-0.002,4.465e-05,-4.465e-05,25.4,-25.4,0.121,-0.121,0.049,-0.698,0.002,-0.006999999999999999,9.1,-9.1,0.68,-0.46,175.0,-175.0,0.165,-0.18100000000000002,0.3,-0.3,0.2,-0.133,-0.037000000000000005,0.094,40.9,-21.13,14.48515,-0.55688
K01410.01,CONFIRMED,Kepler-838 b,15.74958583,150.24579,2454983.246,0.637,4.6672,659.5,0.025,0.677,2.77,0.127,88.24,777.0,86.18000000000002,20.7,0.319,0.302,0.0,0.0,6191.0,4.454,-0.1,1.025,1.088,7.065,36.717,42.6,1,85,0.002,-0.002,4.701e-05,-4.701e-05,17.7,-17.7,0.08199999999999999,-0.08199999999999999,0.251,-0.43,0.003,-0.001,10.1,-10.1,0.89,-0.3,172.0,-216.0,0.055999999999999994,-0.21,0.25,-0.35,0.332,-0.111,-0.153,0.153,82.38,-26.73,0.66237,-0.09695
K05663.01,CANDIDATE,,140.884533,243.1411,2455076.141,0.013000000000000001,10.245,158.0,0.011000000000000001,1.1431200000000001,1.52,0.545,89.99,392.0,5.6,106.2,0.366,0.284,0.0,0.0,5960.0,4.306,0.1,1.213,1.087,5.263,11.955,16.4,1,8,0.019,-0.019,0.003,-0.003,11.0,-11.0,0.475,-0.475,0.435,-0.013000000000000001,0.000505,-0.000533,44.3,-44.3,0.26,-0.2,77.0,-83.0,0.10300000000000001,-0.126,0.15,-0.15,0.213,-0.16,-0.078,0.078,2.54,-1.61,0.47666000000000003,-0.43173999999999996
K07935.01,FALSE POSITIVE,,350.65157999999997,208.7904,2455041.79,0.004,7.976,248.1,0.013999999999999999,6.08374,1.31,0.9470000000000001,90.0,243.0,0.83,340.7,0.33399999999999996,0.29600000000000004,0.0,0.0,5882.0,4.56,-0.34,0.833,0.9229999999999999,4.654,7.152,8.2,1,4,0.024,-0.024,0.013000000000000001,-0.013000000000000001,34.1,-34.1,0.905,-0.905,0.446,-0.004,0.000998,-0.001,22.9,-22.9,0.35,-0.11,158.0,-158.0,0.044000000000000004,-0.187,0.3,-0.3,0.223,-0.07400000000000001,-0.10800000000000001,0.09699999999999999,0.65,-0.21,0.40908,-3.9557800000000003
K07167.01,FALSE POSITIVE,,3.9093143180000003,131.8944811,2454964.894,0.7759999999999999,5.3612400000000004,97123.4,0.341,0.29105,42.54,0.049,82.78,1364.0,819.78,6.172000000000001,0.28600000000000003,0.312,0.0,0.0,6425.0,4.341,-0.3,1.143,1.04,832.298,6211.16,1587.6,1,208,8.3e-05,-8.3e-05,6.559999999999999e-07,-6.559999999999999e-07,97.4,-97.4,0.006,-0.006,0.013999999999999999,-0.002,0.006999999999999999,-0.002,0.07400000000000001,-0.07400000000000001,13.02,-6.52,171.0,-190.0,0.10099999999999999,-0.188,0.25,-0.3,0.35,-0.175,-0.114,0.171,733.88,-298.33,0.0035,-0.00298
K03684.01,FALSE POSITIVE,,0.8768263359999999,132.0647202,2454965.065,0.48100000000000004,3.6097,138366.0,0.354,0.3908,37.24,0.018000000000000002,78.96,2042.0,4095.0,2.5140000000000002,0.303,0.303,0.0,0.0,6344.0,4.481,-0.42,0.9620000000000001,1.024,315.778,4196.662,1338.1,1,1293,7.45e-05,-7.45e-05,7.299999999999999e-08,-7.299999999999999e-08,144.0,-144.0,0.006,-0.006,0.004,-0.003,0.00031099999999999997,-0.00034500000000000004,0.015,-0.015,11.72,-3.91,158.0,-190.0,0.054000000000000006,-0.21600000000000003,0.3,-0.35,0.303,-0.10099999999999999,-0.132,0.132,3718.03,-1190.4,0.0023899999999999998,-0.00242
K06203.01,FALSE POSITIVE,,0.87683182,132.06142,2454965.0609999998,,1.96,,,0.39899,,,,,3077.39,,,,,,,,,,,6.377999999999999,19.135,,1,815,,,,,,,,,,,,,,,,,,,,,,,,,,,3788.91,-1032.58,0.11479,-0.14767
